player,date_of_birth,pronounced,height_inches,height_meters,weight_lbs,hand,backhand,pro_date,retire_date,pro_year,retire_year,birthplace,birth_city,birth_state,birth_country,primary_residence,primary_city,primary_state,primary_country,secondary_residence,secondary_city,secondary_state,secondary_country,player_url,ytd_wta_singles_titles,career_wta_singles_titles,ytd_wta_doubles_titles,career_wta_doubles_titles,ytd_itf_singles_titles,career_itf_singles_titles,ytd_itf_doubles_titles,career_itf_doubles_titles,ytd_prize_money,career_prize_money,ytd_wl_singles,career_wl_singles,ytd_wl_doubles,career_wl_doubles,ytd_singles_wins,ytd_singles_losses,career_singles_wins,career_singles_losses,ytd_doubles_wins,ytd_doubles_losses,career_doubles_wins,career_doubles_losses,tour,date_data,bmi
Fabiola Zuluaga,1/7/79,fa-bee-OH-lah zoo-loo-AH-gah,67,1.7,141,R,two,2-Feb-94,NA,1994,NA,"Cucuta, Colombia",Cucuta,,Colombia,"Bogota, Colombia",Bogota,,Colombia,,,,,http://www.wtatennis.com/players/player/9309/title/fabiola-zuluaga,NA,5,NA,0,NA,9,NA,2,0,1358668,NA,298-189,NA,51-56,NA,NA,298,189,NA,NA,51,56,WTA,8/5/14,22.08130987
Fang Li,1/1/73,NA,65,1.6,137,R,two,1990,NA,1990,NA,"Hunan, China",Hunan,,China,"Hunan, China",Hunan,,China,,,,,http://www.wtatennis.com/players/player/4628/title/fang-li,NA,0,NA,2,NA,18,NA,8,0,535067,NA,265-133,NA,86-62,NA,NA,265,133,NA,NA,86,62,WTA,8/5/14,22.79550296
Federica Bonsignori,11/20/67,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/437/title/federica-bonsignori,NA,1,NA,0,NA,4,NA,0,0,330443,NA,225-206,NA,31-66,NA,NA,225,206,NA,NA,31,66,WTA,8/5/14,NA
Flavia Pennetta,2/25/82,NA,67,1.7,128,R,two,25-Feb-00,NA,2000,NA,"Brindisi, Italy",Brindisi,,Italy,"Brindisi, Italy",Brindisi,,Italy,,,,,http://www.wtatennis.com/players/player/6578/title/flavia-pennetta,1,10,0,15,0,7,0,9,1585499,8989166,22-11,543-337,10-Dec,353-223,22,11,543,337,12,10,353,223,WTA,8/5/14,20.04544442
Flora Perfetti,1/29/69,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/6252/title/flora-perfetti,NA,0,NA,0,NA,5,NA,5,0,425684,NA,193-160,NA,73-81,NA,NA,193,160,NA,NA,73,81,WTA,8/5/14,NA
Florencia Labat,6/12/71,NA,NA,NA,NA,L,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/4521/title/florencia-labat,NA,0,NA,7,NA,7,NA,4,0,1350630,NA,291-231,NA,192-188,NA,NA,291,231,NA,NA,192,188,WTA,8/5/14,NA
Francesca Lubiani,7/12/77,NA,66,1.6,128,L,two,NA,NA,NA,NA,"Bologna, Italy",Bologna,,Italy,"Bologna, Italy",Bologna,,Italy,,,,,http://www.wtatennis.com/players/player/4738/title/francesca-lubiani,NA,0,NA,0,NA,4,NA,15,0,421264,NA,294-311,NA,184-161,NA,NA,294,311,NA,NA,184,161,WTA,8/5/14,20.65748393
Francesca Romano,2/7/71,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/6751/title/francesca-romano,NA,0,NA,0,NA,3,NA,2,0,128504,NA,128-105,NA,32-32,NA,NA,128,105,NA,NA,32,32,WTA,8/5/14,NA
Francesca Schiavone,6/23/80,NA,65,1.6,132,R,one,1998,NA,1998,NA,"Milan, Italy",Milan,,Italy,"Milan, Italy",Milan,,Italy,,,,,http://www.wtatennis.com/players/player/7820/title/francesca-schiavone,0,6,0,7,0,0,0,1,275274,10140081,14-19,545-400,9-Jul,215-189,14,19,545,400,7,9,215,189,WTA,8/5/14,21.9635503
Gabriela Sabatini,5/16/70,NA,69,1.7,130,R,,1-Jan-85,Oct-96,1985,1996,"Buenos Aires, Argentina",Buenos Aires,,Argentina,,,,,,,,,http://www.wtatennis.com/players/player/7179/title/gabriela-sabatini,NA,27,NA,13,NA,0,NA,1,0,8683232,NA,632-189,NA,252-96,NA,NA,632,189,NA,NA,252,96,WTA,8/5/14,19.19554715
Gala Leon Garcia,12/23/73,GAH-lah lay-ON gar-SEE-ah,64,1.6,123,L,,NA,NA,NA,NA,"Madrid, Spain",Madrid,,Spain,"Barcelona, Spain",Barcelona,,Spain,,,,,http://www.wtatennis.com/players/player/4687/title/gala-leon-garcia,NA,1,NA,0,NA,6,NA,4,0,1053309,NA,277-224,NA,77-73,NA,NA,277,224,NA,NA,77,73,WTA,8/5/14,21.1105957
Galina Voskoboeva,12/18/84,NA,NA,1.8,147,R,two,2002,NA,2002,NA,"Moscow, Russia",Moscow,,Russia,"Astana, Kazakhstan",Astana,,Kazakhstan,,,,,http://www.wtatennis.com/players/player/9744/title/galina-voskoboeva,0,0,1,5,0,3,0,10,116014,2169264,6-May,350-289,4-Aug,270-209,5,6,350,289,8,4,270,209,WTA,8/5/14,NA
Garbine Muguruza,10/8/93,NA,NA,1.8,161,R,two,2011,NA,2011,NA,"Caracas, Venezuela",Caracas,,Venezuela,"Barcelona, Spain",Barcelona,,Spain,,,,,http://www.wtatennis.com/players/player/15292/title/garbine-muguruza,1,1,2,3,0,7,0,1,843308,1329953,30-14,183-90,21-6,37-23,30,14,183,90,21,6,37,23,WTA,8/5/14,NA
Gigi Fernandez,2/22/64,NA,67,1.7,145,R,,Nov-83,Nov-97,1983,1997,"San Juan, Puerto Rico",San Juan,,Puerto Rico,"Tampa, Florida, USA",Tampa,Florida,USA,,,,,http://www.wtatennis.com/players/player/2347/title/gigi-fernandez,NA,2,NA,69,NA,1,NA,0,0,4646829,NA,270-232,NA,664-184,NA,NA,270,232,NA,NA,664,184,WTA,8/5/14,22.70773001
Ginger Nielsen,9/14/68,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/3215/title/ginger-nielsen,NA,1,NA,0,NA,0,NA,1,0,724792,NA,183-144,NA,98-108,NA,NA,183,144,NA,NA,98,108,WTA,8/5/14,NA
Ginny Purdy,11/15/66,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/6218/title/ginny-purdy,NA,0,NA,0,NA,0,NA,0,0,20256,NA,33-38,NA,16-Jan,NA,NA,33,38,NA,NA,1,16,WTA,8/5/14,NA
Gisela Dulko,1/30/85,jee-ZELL-ah DOOL-koh,67,1.7,123,R,two,1-Jan,18-Nov-12,2001,2012,"Buenos Aires, Argentina",Buenos Aires,,Argentina,"Buenos Aires, Argentina",Buenos Aires,,Argentina,,,,,http://www.wtatennis.com/players/player/2117/title/gisela-dulko,NA,4,NA,17,NA,6,NA,6,0,4246105,NA,309-242,NA,305-182,NA,NA,309,242,NA,NA,305,182,WTA,8/5/14,19.26241925
Gisele Miro,11/1/68,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/5027/title/gisele-miro,NA,0,NA,0,NA,2,NA,1,0,62951,NA,59-67,NA,30-36,NA,NA,59,67,NA,NA,30,36,WTA,8/5/14,NA
Giulia Casoni,4/19/78,NA,66,1.6,140,R,two,NA,NA,NA,NA,"Ferrara, Italy",Ferrara,,Italy,"Ferrara, Italy",Ferrara,,Italy,,,,,http://www.wtatennis.com/players/player/1464/title/giulia-casoni,NA,0,NA,3,NA,4,NA,27,0,326936,NA,269-233,NA,225-127,NA,NA,269,233,NA,NA,225,127,WTA,8/5/14,22.59412305
Gloria Pizzichini,7/24/75,NA,61,1.6,110,R,two,1992,NA,1992,NA,"Osimo Scalo, Italy",Osimo Scalo,,Italy,"Osimo Scalo, Italy",Osimo Scalo,,Italy,,,,,http://www.wtatennis.com/players/player/6313/title/gloria-pizzichini,NA,1,NA,0,NA,6,NA,7,0,448056,NA,212-207,NA,70-77,NA,NA,212,207,NA,NA,70,77,WTA,8/5/14,20.78204784
Grace Kim,4/14/68,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/3968/title/grace-kim,NA,0,NA,0,NA,0,NA,0,0,99240,NA,45-81,NA,0-10,NA,NA,45,81,NA,NA,0,10,WTA,8/5/14,NA
Greta Arn,4/13/79,NA,61,1.8,150,R,two,1997,NA,1997,NA,"Budapest, Hungary",Budapest,,Hungary,"Budapest, Hungary",Budapest,,Hungary,"Rome, Italy",Rome,,Italy,http://www.wtatennis.com/players/player/229/title/greta-arn,NA,2,NA,0,NA,4,NA,4,0,1066371,NA,436-321,NA,68-73,NA,NA,436,321,NA,NA,68,73,WTA,8/5/14,28.33915614
Gretchen Magers,2/7/64,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/4959/title/gretchen-magers,NA,2,NA,4,NA,1,NA,3,0,746628,NA,191-139,NA,193-141,NA,NA,191,139,NA,NA,193,141,WTA,8/5/14,NA
Halle Carroll,8/5/69,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/1156/title/halle-carroll,NA,1,NA,1,NA,3,NA,0,0,321171,NA,154-121,NA,29-46,NA,NA,154,121,NA,NA,29,46,WTA,8/5/14,NA
Hana Mandlikova,2/19/62,NA,68,1.7,132,R,,1978,Jul-90,1978,1990,"Prague, Czech Republic",Prague,,Czech Republic,"Prague, Czech Republic",Prague,,Czech Republic,"Sanctuary Cove, Australia",Sanctuary Cove,,Australia,http://www.wtatennis.com/players/player/4962/title/hana-mandlikova,NA,27,NA,19,NA,0,NA,4,0,3235852,NA,565-194,NA,294-118,NA,NA,565,194,NA,NA,294,118,WTA,8/5/14,20.0683391
Hana Sromova,4/10/78,shroh-MO-va,66,1.6,130,R,two,1997,NA,1997,NA,"Koprivnice, Czech Republic",Koprivnice,,Czech Republic,"Jihlava, Czech Republic",Jihlava,,Czech Republic,,,,,http://www.wtatennis.com/players/player/7650/title/hana-sromova,NA,0,NA,0,NA,8,NA,35,0,466750,NA,337-280,NA,325-195,NA,NA,337,280,NA,NA,325,195,WTA,8/5/14,20.98025712
Heather Ludloff,6/11/61,NA,NA,NA,NA,R,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/4571/title/heather-ludloff,NA,0,NA,2,NA,0,NA,3,0,313712,NA,135-182,NA,140-174,NA,NA,135,182,NA,NA,140,174,WTA,8/5/14,NA
Heather Watson,5/19/92,NA,67,1.7,138,R,two,NA,NA,NA,NA,"Guernsey, England",Guernsey,,England,"Guernsey, England",Guernsey,,England,"Bradenton, FL, USA",Bradenton,Florida,USA,http://www.wtatennis.com/players/player/16047/title/heather-watson,0,1,1,3,2,5,1,1,275516,1100757,29-13,171-116,5-Oct,63-63,29,13,171,116,10,5,63,63,WTA,8/5/14,21.61149476
Helen Kelesi,11/15/69,NA,NA,NA,NA,R,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/3960/title/helen-kelesi,NA,2,NA,2,NA,3,NA,0,0,900990,NA,263-182,NA,81-109,NA,NA,263,182,NA,NA,81,109,WTA,8/5/14,NA
Helena Sukova,2/23/65,NA,74,1.8,150,R,,Jan-83,Jul-98,1983,1998,"Prague, Czechoslovakia",Prague,,Czechoslovakia,"Monte Carlo, Monaco",Monte Carlo,,Monaco,,,,,http://www.wtatennis.com/players/player/7324/title/helena-sukova,NA,10,NA,69,NA,0,NA,0,0,6051115,NA,614-307,NA,752-220,NA,NA,614,307,NA,NA,752,220,WTA,8/5/14,19.25675676
Henrieta Nagyova,12/15/78,NAAD-yoh-vah,69,1.7,132,R,two,1-Jan-94,NA,1994,NA,"Nove Zamky, Slovakia",Nove Zamky,,Slovakia,"Nove Zamky, Slovakia",Nove Zamky,,Slovakia,,,,,http://www.wtatennis.com/players/player/5875/title/henrieta-nagyova,NA,9,NA,4,NA,9,NA,5,0,1743970,NA,366-234,NA,158-138,NA,NA,366,234,NA,NA,158,138,WTA,8/5/14,19.49086326
Hester Witvoet,7/7/67,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/8869/title/hester-witvoet,NA,0,NA,0,NA,3,NA,3,0,58905,NA,52-38,NA,28-30,NA,NA,52,38,NA,NA,28,30,WTA,8/5/14,NA
Holly Parkinson,2/10/79,NA,65,1.6,123,R,two,NA,NA,NA,NA,"Bethesda, Maryland, USA",Bethesda,Maryland,USA,"Provo, Utah, USA",Provo,Utah,USA,,,,,http://www.wtatennis.com/players/player/6550/title/holly-parkinson,NA,0,NA,0,NA,6,NA,0,0,186323,NA,150-96,NA,37-56,NA,NA,150,96,NA,NA,37,56,WTA,8/5/14,20.4660355
Hu Na,4/16/63,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/5738/title/hu-na,NA,0,NA,1,NA,0,NA,0,0,208560,NA,75-97,NA,45-67,NA,NA,75,97,NA,NA,45,67,WTA,8/5/14,NA
Ines Gorrochategui,6/13/73,NA,NA,NA,NA,R,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/1321/title/ines-gorrochategui,NA,0,NA,7,NA,7,NA,7,0,976039,NA,210-117,NA,182-111,NA,NA,210,117,NA,NA,182,111,WTA,8/5/14,NA
Irina Falconi,5/4/90,NA,64,1.6,135,R,two,2010,NA,2010,NA,"Portoviejo, Ecuador",Portoviejo,,Ecuador,"West Palm Beach, FL, USA",West Palm Beach,Florida,USA,,,,,http://www.wtatennis.com/players/player/13733/title/irina-falconi,0,0,0,0,0,4,0,2,93398,642219,24-21,203-151,13-16,94-92,24,21,203,151,13,16,94,92,WTA,8/5/14,23.17016602
Irina Selyutina,11/7/79,NA,70,1.7,148,R,,Dec-96,NA,1996,NA,"Alma-Aty, Kazakhstan",Alma-Aty,,Kazakhstan,"Alma-Aty, Kazakhstan",Alma-Aty,,Kazakhstan,,,,,http://www.wtatennis.com/players/player/7726/title/irina-selyutina,NA,0,NA,3,NA,7,NA,20,0,420868,NA,183-128,NA,192-117,NA,NA,183,128,NA,NA,192,117,WTA,8/5/14,21.23346939
Irina Spirlea,3/26/74,NA,69,1.7,150,R,,1990,2000,1990,2000,"Bucharest, Romania",Bucharest,,Romania,"Bucharest, Romania",Bucharest,,Romania,,,,,http://www.wtatennis.com/players/player/7397/title/irina-spirlea,NA,4,NA,6,NA,3,NA,5,0,2653966,NA,291-189,NA,200-154,NA,NA,291,189,NA,NA,200,154,WTA,8/5/14,22.14870825
Irina-Camelia Begu,8/26/90,NA,61,1.8,148,R,two,NA,NA,NA,NA,"Bucharest, Romania",Bucharest,,Romania,"Bucharest, Romania",Bucharest,,Romania,,,,,http://www.wtatennis.com/players/player/12402/title/irina-camelia-begu,0,1,1,3,3,11,2,19,243513,1196387,39-14,250-151,17-10,172-96,39,14,250,151,17,10,172,96,WTA,8/5/14,27.96130073
Iroda Tulyaganova,1/7/82,ee-ROH-dah tool-yuh-GAH-no-vuh,67,1.7,155,R,two,Jun-99,NA,1999,NA,"Tashkent, Uzbekistan",Tashkent,,Uzbekistan,"Tashkent, Uzbekistan",Tashkent,,Uzbekistan,,,,,http://www.wtatennis.com/players/player/8392/title/iroda-tulyaganova,NA,3,NA,4,NA,3,NA,4,0,972624,NA,205-142,NA,102-91,NA,NA,205,142,NA,NA,102,91,WTA,8/5/14,24.27378035
Iryna Bremond,10/5/84,NA,69,1.7,141,R,two,NA,NA,NA,NA,"Minsk, Belarus",Minsk,,Belarus,"Paris, France",Paris,,France,,,,,http://www.wtatennis.com/players/player/4458/title/iryna-bremond,NA,0,NA,0,NA,15,NA,11,0,277228,NA,312-197,NA,161-130,NA,NA,312,197,NA,NA,161,130,WTA,8/5/14,20.81978576
Isabel Cueto,12/3/68,NA,NA,NA,NA,R,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/1187/title/isabel-cueto,NA,5,NA,1,NA,4,NA,0,0,405439,NA,193-132,NA,23-43,NA,NA,193,132,NA,NA,23,43,WTA,8/5/14,NA
Isabelle Demongeot,9/18/66,NA,NA,NA,NA,R,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/1760/title/isabelle-demongeot,NA,1,NA,9,NA,4,NA,4,0,804884,NA,249-221,NA,251-187,NA,NA,249,221,NA,NA,251,187,WTA,8/5/14,NA
Iva Budarova,7/31/60,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/460/title/iva-budarova,NA,0,NA,3,NA,0,NA,0,0,231280,NA,79-123,NA,87-118,NA,NA,79,123,NA,NA,87,118,WTA,8/5/14,NA
Iva Majoli,8/12/77,NA,69,1.7,134,R,two,Aug-91,NA,1991,NA,"Zagreb, Croatia",Zagreb,,Croatia,"Zagreb, Croatia",Zagreb,,Croatia,"Bradenton, Florida, USA",Bradenton,Florida,USA,http://www.wtatennis.com/players/player/5262/title/iva-majoli,NA,8,NA,1,NA,2,NA,0,0,4405867,NA,316-225,NA,99-124,NA,NA,316,225,NA,NA,99,124,WTA,8/5/14,19.78617937
Ivana Lisjak,3/17/87,NA,61,1.8,150,R,two,NA,NA,NA,NA,"Cakovec, Croatia",Cakovec,,Croatia,"Cakovec, Croatia",Cakovec,,Croatia,,,,,http://www.wtatennis.com/players/player/9474/title/ivana-lisjak,0,0,0,0,0,7,0,1,316,285501,2-Feb,218-148,0-0,49-39,2,2,218,148,0,0,49,39,WTA,8/5/14,28.33915614
Ivanna Madruga-Osses,1/27/61,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/5053/title/ivanna-madruga-osses,NA,0,NA,0,NA,0,NA,0,0,9874,NA,7-Dec,NA,3-May,NA,NA,12,7,NA,NA,5,3,WTA,8/5/14,NA
Iveta Melzer,2/1/83,NA,67,1.7,123,L,two,1998,NA,1998,NA,"Most, Czech Republic",Most,,Czech Republic,"Most, Czech Republic",Most,,Czech Republic,,,,,http://www.wtatennis.com/players/player/952/title/iveta-melzer,0,2,0,14,0,4,0,4,79993,3329488,0-5,378-332,4-Apr,269-224,0,5,378,332,4,4,269,224,WTA,8/5/14,19.26241925
Iwona Kuczynska,2/22/61,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/3995/title/iwona-kuczynska,NA,0,NA,1,NA,0,NA,2,0,121975,NA,83-66,NA,38-46,NA,NA,83,66,NA,NA,38,46,WTA,8/5/14,NA
Jamea Jackson,9/7/86,ja-MEE-ah,64,1.6,113,R,two,3-Mar,24-Aug-09,2003,2009,"Atlanta, Georgia, USA",Atlanta,Georgia,USA,"Bradenton, Florida, USA",Bradenton,Florida,USA,,,,,http://www.wtatennis.com/players/player/3944/title/jamea-jackson,NA,0,NA,0,NA,2,NA,0,0,455220,NA,120-87,NA,23-Jul,NA,NA,120,87,NA,NA,7,23,WTA,8/5/14,19.39428711
Jamie Hampton,1/8/90,NA,68,1.7,150,R,two,9-Sep,NA,2009,NA,"Frankfurt, Germany",Frankfurt,,Germany,"Auburn, AL, USA",Auburn,Alabama,USA,,,,,http://www.wtatennis.com/players/player/11956/title/jamie-hampton,0,0,0,0,0,5,0,5,8600,1017477,Mar-00,184-113,0-0,47-40,3,0,184,113,0,0,47,40,WTA,8/5/14,22.8049308
Jana Cepelova,5/29/93,NA,66,1.6,132,R,two,NA,NA,NA,NA,"Kosice, Slovakia",Kosice,,Slovakia,"Kosice, Slovakia",Kosice,,Slovakia,,,,,http://www.wtatennis.com/players/player/15824/title/jana-cepelova,0,0,0,0,0,5,0,3,274080,687399,18-20,166-98,4-Mar,43-28,18,20,166,98,3,4,43,28,WTA,8/5/14,21.3030303
Jana Kandarr,9/21/76,YAH-nuh KAHN-dar,61,1.8,150,R,two,NA,NA,NA,NA,"Halle, Germany",Halle,,Germany,"Munich, Germany",Munich,,Germany,,,,,http://www.wtatennis.com/players/player/4238/title/jana-kandarr,NA,0,NA,0,NA,0,NA,0,0,674203,NA,184-211,NA,18-40,NA,NA,184,211,NA,NA,18,40,WTA,8/5/14,28.33915614
Jana Nejedly,6/9/74,knee-ed-lee,69,1.7,143,R,two,3-Feb-94,NA,1994,NA,"Prague, Czech Republic",Prague,,Czech Republic,"Naples, Florida, USA",Naples,Florida,USA,,,,,http://www.wtatennis.com/players/player/5811/title/jana-nejedly,NA,0,NA,0,NA,8,NA,0,0,630096,NA,318-265,NA,23-60,NA,NA,318,265,NA,NA,23,60,WTA,8/5/14,21.11510187
Jana Novotna,10/2/68,NA,69,1.7,139,R,,26-Feb-87,1999,1987,1999,"Brno, Czech Republic",Brno,,Czech Republic,"Brno, Czech Republic",Brno,,Czech Republic,,,,,http://www.wtatennis.com/players/player/5765/title/jana-novotna,NA,24,NA,76,NA,2,NA,6,0,11230762,NA,571-225,NA,697-153,NA,NA,571,225,NA,NA,697,153,WTA,8/5/14,20.52446965
Jana Pospisilova,3/23/70,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/6206/title/jana-pospisilova,NA,0,NA,0,NA,6,NA,15,0,239306,NA,188-156,NA,138-103,NA,NA,188,156,NA,NA,138,103,WTA,8/5/14,NA
Jane Chi,6/21/74,NA,65,1.6,130,R,,Jun-95,NA,1995,NA,"El Paso, Texas, USA",El Paso,Texas,USA,"Meridian, Idaho, USA",Meridian,Idaho,USA,,,,,http://www.wtatennis.com/players/player/1429/title/jane-chi,NA,0,NA,0,NA,6,NA,2,0,250663,NA,184-153,NA,61-74,NA,NA,184,153,NA,NA,61,74,WTA,8/5/14,21.63076923
Janet Lee,10/22/76,NA,69,1.7,132,R,two,5-Jan-95,NA,1995,NA,"Lafayette, Indiana, USA",Lafayette,Indiana,USA,"Rancho Palos Verdes, California, USA",Rancho Palos Verdes,California,USA,,,,,http://www.wtatennis.com/players/player/4745/title/janet-lee,NA,0,NA,3,NA,2,NA,9,0,943370,NA,278-274,NA,193-199,NA,NA,278,274,NA,NA,193,199,WTA,8/5/14,19.49086326
Janette Husarova,6/4/74,HOO-sa-roh-vuh,66,1.6,123,R,two,1991,NA,1991,NA,"Bratislava, Slovakia",Bratislava,,Slovakia,"Bratislava, Slovakia",Bratislava,,Slovakia,,,,,http://www.wtatennis.com/players/player/3407/title/janette-husarova,0,0,0,25,0,4,0,16,60871,2325860,0-0,291-246,17-Nov,487-305,0,0,291,246,11,17,487,305,WTA,8/5/14,19.85055096
Janine Thompson,9/12/67,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/8130/title/janine-thompson,NA,0,NA,4,NA,6,NA,5,0,267432,NA,103-80,NA,149-84,NA,NA,103,80,NA,NA,149,84,WTA,8/5/14,NA
Jarmila Gajdosova,4/26/87,NA,67,1.7,148,R,two,5-May,NA,2005,NA,"Bratislava, Slovakia",Bratislava,,Slovakia,"Dallas, TX, USA",Dallas,Texas,USA,,,,,http://www.wtatennis.com/players/player/9530/title/jarmila-gajdosova,0,2,0,1,2,14,4,9,227763,2221752,31-16,364-235,34-9,169-126,31,16,364,235,34,9,169,126,WTA,8/5/14,23.17754511
Jelena Dokic,4/12/83,YELL-e-nuh DOK-itch,69,1.7,132,R,two,1998,NA,1998,NA,"Osijek, Croatia",Osijek,,Croatia,"Monte Carlo, Monaco",Monte Carlo,,Monaco,,,,,http://www.wtatennis.com/players/player/2073/title/jelena-dokic,0,6,0,4,0,8,0,0,5984,4481044,0-0,348-221,0-1,118-100,0,0,348,221,0,1,118,100,WTA,8/5/14,19.49086326
Jelena Jankovic,2/28/85,NA,69,1.7,130,R,two,2000,NA,2000,NA,"Belgrade, Serbia",Belgrade,,Serbia,"Dubai, UAE",Dubai,,UAE,,,,,http://www.wtatennis.com/players/player/3932/title/jelena-jankovic,0,13,0,2,0,1,0,0,950321,16278396,30-15,560-301,13-Aug,79-100,30,15,560,301,8,13,79,100,WTA,8/5/14,19.19554715
Jelena Kostanic Tosic,7/6/81,YELL-e-nuh KOSS-tan-ich,66,1.6,130,L,two,Jul-99,NA,1999,NA,"Split, Croatia",Split,,Croatia,"Zagreb, Croatia",Zagreb,,Croatia,,,,,http://www.wtatennis.com/players/player/4290/title/jelena-kostanic-tosic,NA,0,NA,8,NA,4,NA,10,0,1577765,NA,328-261,NA,198-179,NA,NA,328,261,NA,NA,198,179,WTA,8/5/14,20.98025712
Jennifer Capriati,3/29/76,ka-pree-AH-tee,67,1.7,160,R,two,5-Mar-90,NA,1990,NA,"New York, New York, USA",New York,New York,USA,"Wesley Chapel, Florida, USA",Wesley Chapel,Florida,USA,,,,,http://www.wtatennis.com/players/player/1325/title/jennifer-capriati,NA,14,NA,1,NA,0,NA,0,0,10206639,NA,430-176,NA,66-50,NA,NA,430,176,NA,NA,66,50,WTA,8/5/14,25.05680552
Jennifer Hopkins,2/10/81,NA,67,1.7,140,R,two,Jun-99,NA,1999,NA,"Kansas City, Missouri, USA",Kansas City,Missouri,USA,"Leawood, Kansas, USA",Leawood,Kansas,USA,,,,,http://www.wtatennis.com/players/player/3581/title/jennifer-hopkins,NA,0,NA,1,NA,7,NA,5,0,644372,NA,226-203,NA,102-118,NA,NA,226,203,NA,NA,102,118,WTA,8/5/14,21.92470483
Jennifer Mundel-Reinbold,1/20/62,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/5049/title/jennifer-mundel-reinbold,NA,0,NA,0,NA,0,NA,0,0,79322,NA,53-66,NA,37-51,NA,NA,53,66,NA,NA,37,51,WTA,8/5/14,NA
Jenny Byrne,2/25/67,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/472/title/jenny-byrne,NA,0,NA,2,NA,4,NA,3,0,499497,NA,197-199,NA,185-170,NA,NA,197,199,NA,NA,185,170,WTA,8/5/14,NA
Jie Zheng,7/5/83,NA,64,1.6,126,R,two,16-Jan-03,NA,2003,NA,"Cheng Du, China",Cheng Du,,China,"Cheng Du, China",Cheng Du,,China,,,,,http://www.wtatennis.com/players/player/9379/title/jie-zheng,0,4,0,15,0,4,0,17,415163,5855637,13-Dec,382-261,16-12,420-202,12,13,382,261,16,12,420,202,WTA,8/5/14,21.62548828
Jill Craybas,7/4/74,CRAY-bis,63,1.6,123,R,two,Jun-96,13-Aug,1996,2013,"Providence, RI, USA",Providence,Rhode Island,USA,"Huntington Beach, CA, USA",Huntington Beach,California,USA,,,,,http://www.wtatennis.com/players/player/1419/title/jill-craybas,NA,1,NA,5,NA,4,NA,2,0,2552154,NA,434-452,NA,163-244,NA,NA,434,452,NA,NA,163,244,WTA,8/5/14,21.78609221
Jill Hetherington,10/27/64,NA,NA,NA,NA,R,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/3228/title/jill-hetherington,NA,1,NA,13,NA,1,NA,7,0,798040,NA,95-113,NA,351-223,NA,NA,95,113,NA,NA,351,223,WTA,8/5/14,NA
Jill Smoller,9/4/64,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/7290/title/jill-smoller,NA,0,NA,0,NA,0,NA,3,0,104513,NA,35-61,NA,80-98,NA,NA,35,61,NA,NA,80,98,WTA,8/5/14,NA
